author_id,display_name,works_api_url,h_index,works_count,cited_by_count,country_code
A5056886170,Elias Fernández Domingos,https://api.openalex.org/works?filter=author.id:A5056886170,4,17,58,BE
A5059356040,Elisabeth Stockinger,https://api.openalex.org/works?filter=author.id:A5059356040,1,3,6,CH
A5075724845,Eliza Stenzhorn,https://api.openalex.org/works?filter=author.id:A5075724845,5,20,138,DE
A5084918963,Елизавета Сивак,https://api.openalex.org/works?filter=author.id:A5084918963,7,50,118,NL
A5039162249,Elohim Fonseca dos Reis,https://api.openalex.org/works?filter=author.id:A5039162249,3,15,54,GB
A5078699564,Emilio Ferrara,https://api.openalex.org/works?filter=author.id:A5078699564,51,395,13139,US
A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,29,167,2282,DE
A5025372077,Emma Hoes,https://api.openalex.org/works?filter=author.id:A5025372077,1,10,7,CH
A5053945884,Emma S. Spiro,https://api.openalex.org/works?filter=author.id:A5053945884,21,74,1423,US
A5031538551,Emmeke Aarts,https://api.openalex.org/works?filter=author.id:A5031538551,11,42,824,NL
A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,11,57,435,US
A5074208278,Enrico Cantoni,https://api.openalex.org/works?filter=author.id:A5074208278,6,21,106,IT
A5035620838,Eraldo Ribeiro,https://api.openalex.org/works?filter=author.id:A5035620838,16,112,829,BR
A5075956753,Erez Shmueli,https://api.openalex.org/works?filter=author.id:A5075956753,23,121,1702,IL
A5031982402,Erez Yoeli,https://api.openalex.org/works?filter=author.id:A5031982402,13,45,1105,US
A5044715532,Eric Dignum,https://api.openalex.org/works?filter=author.id:A5044715532,1,2,5,NL
A5068713525,Eric Giannella,https://api.openalex.org/works?filter=author.id:A5068713525,7,19,212,US
A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,7,24,118,DE
A5030796190,Güneş Erkan,https://api.openalex.org/works?filter=author.id:A5030796190,12,17,2671,US
A5032953678,Erkki Isometsä,https://api.openalex.org/works?filter=author.id:A5032953678,70,457,17591,FI
A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,34,159,5030,US
A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,11,132,712,FR
A5015478086,Eugenio Valdano,https://api.openalex.org/works?filter=author.id:A5015478086,16,58,2033,FR
A5048153913,Evelien Snippe,https://api.openalex.org/works?filter=author.id:A5048153913,21,75,1779,NL
A5019176638,Eyal Perry,https://api.openalex.org/works?filter=author.id:A5019176638,1,5,9,US
A5054505815,Ezequiel M. Vázquez‐López,https://api.openalex.org/works?filter=author.id:A5054505815,27,229,3095,ES
A5052313639,Ezzat Elokda,https://api.openalex.org/works?filter=author.id:A5052313639,1,5,41,CH
A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15,78,870,CH
A5010045638,Fabian Braesemann,https://api.openalex.org/works?filter=author.id:A5010045638,8,54,181,GB
A5043560449,Fabio Carella,https://api.openalex.org/works?filter=author.id:A5043560449,0,9,1,IT
A5013072270,Fabio Giglietto,https://api.openalex.org/works?filter=author.id:A5013072270,12,94,622,IT
A5066921728,Fabián Aguirre López,https://api.openalex.org/works?filter=author.id:A5066921728,4,8,35,FR
A5046475081,Fabrizio Gilardi,https://api.openalex.org/works?filter=author.id:A5046475081,25,112,3680,CH
A5016268748,Fabrizio Lillo,https://api.openalex.org/works?filter=author.id:A5016268748,43,471,7685,IT
A5052030569,Facundo Carrillo,https://api.openalex.org/works?filter=author.id:A5052030569,8,31,969,AR
A5066599847,Liang Zhang,https://api.openalex.org/works?filter=author.id:A5066599847,132,9791,139956,CN
A5025690046,Fang‐Fang Yin,https://api.openalex.org/works?filter=author.id:A5025690046,60,1313,16536,CN
A5074129504,Fariba Karimi,https://api.openalex.org/works?filter=author.id:A5074129504,14,96,1112,AT
A5069816841,Fatima Alqabandi,https://api.openalex.org/works?filter=author.id:A5069816841,1,6,2,US
A5001227032,Fausto Giunchiglia,https://api.openalex.org/works?filter=author.id:A5001227032,42,542,10788,IT
A5087589125,Federico Barrera-Lemarchand,https://api.openalex.org/works?filter=author.id:A5087589125,1,3,8,AR
A5036858935,Feiyang Zhang,https://api.openalex.org/works?filter=author.id:A5036858935,15,99,832,CN
A5052467882,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5052467882,7,44,173,DE
A5092581983,Felix Lennert,https://api.openalex.org/works?filter=author.id:A5092581983,1,1,1,FR
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,471260,CN
A5043088159,Felix Münch,https://api.openalex.org/works?filter=author.id:A5043088159,3,24,87,DE
A5039747634,Ferdinand Le-Coz,https://api.openalex.org/works?filter=author.id:A5039747634,0,1,1,FR
A5084942485,Filipi Nascimento Silva,https://api.openalex.org/works?filter=author.id:A5084942485,11,45,428,US
A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,64,341,18386,US
A5059607114,Fionneke M. Bos,https://api.openalex.org/works?filter=author.id:A5059607114,10,21,378,NL
A5011262744,Florian Barbaro,https://api.openalex.org/works?filter=author.id:A5011262744,1,6,2,FR
A5076281398,Floriana Gargiulo,https://api.openalex.org/works?filter=author.id:A5076281398,14,81,572,FR
A5073843631,Fons Rademakers,https://api.openalex.org/works?filter=author.id:A5073843631,11,75,4818,CH
A5024505700,Fosca Giannotti,https://api.openalex.org/works?filter=author.id:A5024505700,47,351,11753,IT
A5015561999,Francesca Chiaromonte,https://api.openalex.org/works?filter=author.id:A5015561999,41,176,14116,IT
A5048645605,Davide Barbieri,https://api.openalex.org/works?filter=author.id:A5048645605,26,143,2461,ES
A5022272025,Francesco Bonchi,https://api.openalex.org/works?filter=author.id:A5022272025,48,336,9196,IT
A5054964418,Francesco Lamperti,https://api.openalex.org/works?filter=author.id:A5054964418,17,92,1317,IT
A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19,117,1967,IT
A5040000503,Francesco Rinaldi,https://api.openalex.org/works?filter=author.id:A5040000503,19,142,1102,IT
A5019173271,Francesco Silvestri,https://api.openalex.org/works?filter=author.id:A5019173271,22,152,1572,IT
A5043752696,Francesco Tudisco,https://api.openalex.org/works?filter=author.id:A5043752696,13,118,513,GB
A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,2,24,20,US
A5014026767,Francisco Olivos,https://api.openalex.org/works?filter=author.id:A5014026767,5,45,62,CN
A5046328006,Frank Berthold,https://api.openalex.org/works?filter=author.id:A5046328006,69,468,20910,DE
A5032934166,Frank Neffke,https://api.openalex.org/works?filter=author.id:A5032934166,14,87,2331,AT
A5079323137,F. P. Pijpers,https://api.openalex.org/works?filter=author.id:A5079323137,19,108,2330,NL
A5012700152,Franziska Keller,https://api.openalex.org/works?filter=author.id:A5012700152,12,26,1261,CN
A5048149307,Frede Østergaard Andersen,https://api.openalex.org/works?filter=author.id:A5048149307,33,114,3930,DK
A5073561014,Frederik Riedel,https://api.openalex.org/works?filter=author.id:A5073561014,4,9,66,GB
A5090042292,Fredrik Jansson,https://api.openalex.org/works?filter=author.id:A5090042292,15,64,850,NL
A5014079362,Friedrich Götz,https://api.openalex.org/works?filter=author.id:A5014079362,88,483,30640,DE
A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,13,206,715,JP
A5002585718,Fátima Velásquez-Rojas,https://api.openalex.org/works?filter=author.id:A5002585718,5,9,115,AR
A5081370995,Marta López,https://api.openalex.org/works?filter=author.id:A5081370995,27,195,2225,MX
A5068906697,Gabriele Etta,https://api.openalex.org/works?filter=author.id:A5068906697,4,18,45,IT
A5087671511,Gabriele Santin,https://api.openalex.org/works?filter=author.id:A5087671511,9,73,350,IT
A5032381602,Gabriella M. Harari,https://api.openalex.org/works?filter=author.id:A5032381602,20,78,2399,US
A5079221037,Stocking Galen,https://api.openalex.org/works?filter=author.id:A5079221037,3,13,119,US
A5001338204,Gautam Thakur,https://api.openalex.org/works?filter=author.id:A5001338204,12,100,345,GB
A5074137374,Gaël Le Mens,https://api.openalex.org/works?filter=author.id:A5074137374,13,52,664,ES
A5066580301,Gemma J. M. Read,https://api.openalex.org/works?filter=author.id:A5066580301,23,155,1594,AU
A5080267104,Genki Ichinose,https://api.openalex.org/works?filter=author.id:A5080267104,15,83,641,JP
A5084267145,Gennaro Cordasco,https://api.openalex.org/works?filter=author.id:A5084267145,30,293,3136,IT
A5058335049,George B. Bikhazi,https://api.openalex.org/works?filter=author.id:A5058335049,17,69,970,LB
A5019818981,George P. Fletcher,https://api.openalex.org/works?filter=author.id:A5019818981,51,713,9977,NL
A5072883637,George Gyamfi,https://api.openalex.org/works?filter=author.id:A5072883637,4,12,51,AU
A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14,61,760,AT
A5021205874,Gerret von Nordheim,https://api.openalex.org/works?filter=author.id:A5021205874,5,26,138,DE
A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,24,103,1737,NL
A5027094672,Giada Marino,https://api.openalex.org/works?filter=author.id:A5027094672,17,48,809,DE
A5086285176,Gianni Barlacchi,https://api.openalex.org/works?filter=author.id:A5086285176,10,50,534,DE
A5064475993,Giona Casiraghi,https://api.openalex.org/works?filter=author.id:A5064475993,6,45,115,CH
A5087415711,Giorgio Tripodi,https://api.openalex.org/works?filter=author.id:A5087415711,2,2,12,IT
A5042970272,Giovanni Mauro Cattaneo,https://api.openalex.org/works?filter=author.id:A5042970272,32,177,3440,IT
A5008392047,Giulia De Pasquale,https://api.openalex.org/works?filter=author.id:A5008392047,5,34,59,IT
A5048344653,Giulio Cimini,https://api.openalex.org/works?filter=author.id:A5048344653,20,114,1629,IT
A5082114206,G. B. Corsi,https://api.openalex.org/works?filter=author.id:A5082114206,4,22,235,IT
A5002595735,Giulio Rossetti,https://api.openalex.org/works?filter=author.id:A5002595735,16,133,1324,IT
A5052040863,Giuseppe Russo,https://api.openalex.org/works?filter=author.id:A5052040863,30,289,7563,IT
A5007979110,Giyeon Baek,https://api.openalex.org/works?filter=author.id:A5007979110,1,3,3,KR
A5020533147,Gordon Pennycook,https://api.openalex.org/works?filter=author.id:A5020533147,52,241,16404,US
A5052965447,Gourab Ghoshal,https://api.openalex.org/works?filter=author.id:A5052965447,22,93,3073,US
A5089434641,Graham Tierney,https://api.openalex.org/works?filter=author.id:A5089434641,1,6,6,US
A5081286391,Gregorio López,https://api.openalex.org/works?filter=author.id:A5081286391,32,243,3690,ES
A5072486839,Guanyu Song,https://api.openalex.org/works?filter=author.id:A5072486839,35,330,4733,CN
A5015964241,Guilherme Lichand,https://api.openalex.org/works?filter=author.id:A5015964241,8,116,203,US
A5047618628,Guillaume Cabanac,https://api.openalex.org/works?filter=author.id:A5047618628,16,264,979,FR
A5064390226,Guy Zyskind,https://api.openalex.org/works?filter=author.id:A5064390226,2,4,1505,US
A5039639177,Gwyneth Sutherlin,https://api.openalex.org/works?filter=author.id:A5039639177,1,7,36,US
A5093062819,Gulsah Akcakir,https://api.openalex.org/works?filter=author.id:A5093062819,0,1,0,US
A5092142329,Haaya Naushan,https://api.openalex.org/works?filter=author.id:A5092142329,0,4,0,CA
A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,30,254,11081,US
A5069037107,Haiko Lietz,https://api.openalex.org/works?filter=author.id:A5069037107,5,24,409,DE
A5005723915,Hamida Seba,https://api.openalex.org/works?filter=author.id:A5005723915,12,116,394,FR
A5083712374,Hammaad Adam,https://api.openalex.org/works?filter=author.id:A5083712374,2,6,22,US
A5039983368,Zheng‐Fu Han,https://api.openalex.org/works?filter=author.id:A5039983368,44,822,9154,CN
A5023364449,Hancheng Cao,https://api.openalex.org/works?filter=author.id:A5023364449,12,40,404,US
A5045331047,Hang Jiang,https://api.openalex.org/works?filter=author.id:A5045331047,21,109,2325,CN
A5085216442,Hannah Metzler,https://api.openalex.org/works?filter=author.id:A5085216442,8,43,285,AT
A5022499603,Hao Chen,https://api.openalex.org/works?filter=author.id:A5022499603,156,11258,177406,CN
A5012164081,Haoning Xue,https://api.openalex.org/works?filter=author.id:A5012164081,3,10,39,US
A5060045780,Harsh Parikh,https://api.openalex.org/works?filter=author.id:A5060045780,8,69,219,GD
A5080258632,Hasan Alp Boz,https://api.openalex.org/works?filter=author.id:A5080258632,2,10,19,TR
A5022754313,Hause Lin,https://api.openalex.org/works?filter=author.id:A5022754313,11,61,683,US
A5076505031,Heidi Schulze,https://api.openalex.org/works?filter=author.id:A5076505031,4,8,107,DE
A5038233956,Helen Margetts,https://api.openalex.org/works?filter=author.id:A5038233956,36,244,5994,GB
A5007784163,Hendrik Meyer-Lueckel,https://api.openalex.org/works?filter=author.id:A5007784163,41,189,5190,CH
A5023504999,Henrik Wolf,https://api.openalex.org/works?filter=author.id:A5023504999,2,7,28,DE
A5055248161,Hikaru Asano,https://api.openalex.org/works?filter=author.id:A5055248161,2,8,17,JP
A5056467893,Hillel Rapoport,https://api.openalex.org/works?filter=author.id:A5056467893,36,313,8376,LU
A5002455634,Hirokazu Shirado,https://api.openalex.org/works?filter=author.id:A5002455634,10,30,730,US
A5042566978,Hiroki Takikawa,https://api.openalex.org/works?filter=author.id:A5042566978,2,4,152,JP
A5081892303,Hiroki Takahashi,https://api.openalex.org/works?filter=author.id:A5081892303,55,1902,16496,JP
A5076528742,Victor J. Chan,https://api.openalex.org/works?filter=author.id:A5076528742,15,64,979,HK
A5006125158,Hocine Cherifi,https://api.openalex.org/works?filter=author.id:A5006125158,25,278,1949,FR
A5081061938,Holger Steinmetz,https://api.openalex.org/works?filter=author.id:A5081061938,14,81,1670,DE
A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,14,48,811,US
A5019527985,Hongshan Jin,https://api.openalex.org/works?filter=author.id:A5019527985,3,3,40,CN
A5015998072,Alexandra Schroeder,https://api.openalex.org/works?filter=author.id:A5015998072,4,15,94,US
A5036418721,Hriday Chheda,https://api.openalex.org/works?filter=author.id:A5036418721,1,3,2,CA
A5068497573,Hugo Barbosa,https://api.openalex.org/works?filter=author.id:A5068497573,9,41,1018,GB
A5069872233,H. Contreras,https://api.openalex.org/works?filter=author.id:A5069872233,16,38,2404,US
A5078311188,Huiyi Lv,https://api.openalex.org/works?filter=author.id:A5078311188,3,11,69,CN
A5023769278,Huma Rasheed,https://api.openalex.org/works?filter=author.id:A5023769278,7,33,221,PK
A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,14,47,1639,US
A5079949070,Hyeseung Shim,https://api.openalex.org/works?filter=author.id:A5079949070,0,1,0,KR
A5046011683,Ian Barnett,https://api.openalex.org/works?filter=author.id:A5046011683,18,97,1301,US
A5033765081,Ian Krajbich,https://api.openalex.org/works?filter=author.id:A5033765081,27,91,4753,US
A5046955821,Ibrahim Sambo Farouq,https://api.openalex.org/works?filter=author.id:A5046955821,3,19,64,MY
A5007166081,Ichiro Sakata,https://api.openalex.org/works?filter=author.id:A5007166081,34,127,4638,JP
A5000747784,Ijaz Ul Haq,https://api.openalex.org/works?filter=author.id:A5000747784,19,60,1179,PK
A5050372797,Ilaria Montagni,https://api.openalex.org/works?filter=author.id:A5050372797,19,93,1246,FR
A5034295818,Ilona Horwath,https://api.openalex.org/works?filter=author.id:A5034295818,5,49,79,DE
A5025695582,Indira Sen,https://api.openalex.org/works?filter=author.id:A5025695582,20,51,1235,DE
A5050902528,Indrajeet Patil,https://api.openalex.org/works?filter=author.id:A5050902528,18,85,3081,DE
A5058608624,Inga Kristina Trauthig,https://api.openalex.org/works?filter=author.id:A5058608624,2,7,7,US
A5010287399,Inho Hong,https://api.openalex.org/works?filter=author.id:A5010287399,5,29,134,DE
A5058488234,Inês Terrucha,https://api.openalex.org/works?filter=author.id:A5058488234,2,6,18,BE
A5030751235,Irena Đorđević,https://api.openalex.org/works?filter=author.id:A5030751235,0,1,0,RS
A5063941610,Irmandy Wicaksono,https://api.openalex.org/works?filter=author.id:A5063941610,7,29,350,US
A5077141102,Isabel G Sebire,https://api.openalex.org/works?filter=author.id:A5077141102,1,1,26,GB
A5070612555,Inês Moreira,https://api.openalex.org/works?filter=author.id:A5070612555,17,93,1793,ES
A5026546328,Isabella Loaiza Saa,https://api.openalex.org/works?filter=author.id:A5026546328,2,5,57,US
A5018976680,Isabelle Augenstein,https://api.openalex.org/works?filter=author.id:A5018976680,27,287,3003,DK
A5029529751,Isabelle Langrock,https://api.openalex.org/works?filter=author.id:A5029529751,1,4,3,FR
A5049690420,Isabelle Lorge,https://api.openalex.org/works?filter=author.id:A5049690420,2,8,25,GB
A5069671758,Ivano Bison,https://api.openalex.org/works?filter=author.id:A5069671758,8,39,445,IT
A5072498572,Iñaki Ucar,https://api.openalex.org/works?filter=author.id:A5072498572,9,29,170,ES
A5013000439,Jack LaViolette,https://api.openalex.org/works?filter=author.id:A5013000439,2,16,28,US
A5025141355,Jacob Beck,https://api.openalex.org/works?filter=author.id:A5025141355,32,136,3178,NL
A5043431197,Jacopo D'Ignazi,https://api.openalex.org/works?filter=author.id:A5043431197,1,2,1,IT
A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,3,16,45,CA
A5002639796,Junseong Ahn,https://api.openalex.org/works?filter=author.id:A5002639796,21,134,1080,KR
A5024915551,James Park,https://api.openalex.org/works?filter=author.id:A5024915551,36,417,5792,US
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,471260,CN
A5081429241,Jake M. Hofman,https://api.openalex.org/works?filter=author.id:A5081429241,25,70,6150,US
A5082912147,Jamell Dacon,https://api.openalex.org/works?filter=author.id:A5082912147,3,12,64,US
A5062403203,James P. Bagrow,https://api.openalex.org/works?filter=author.id:A5062403203,19,133,3915,US
A5065232848,James D. Michelson,https://api.openalex.org/works?filter=author.id:A5065232848,40,133,4732,US
A5049292941,Peter J. Houghton,https://api.openalex.org/works?filter=author.id:A5049292941,44,448,7428,US
A5087822746,Stephen J. Winters,https://api.openalex.org/works?filter=author.id:A5087822746,44,237,5629,CA
A5047315859,Jamil Zaki,https://api.openalex.org/works?filter=author.id:A5047315859,53,175,13575,US
A5014437029,Jana Lasser,https://api.openalex.org/works?filter=author.id:A5014437029,8,103,435,AT
A5082358191,Jari Saramäki,https://api.openalex.org/works?filter=author.id:A5082358191,43,181,11496,FI
A5054138313,Jason Burton,https://api.openalex.org/works?filter=author.id:A5054138313,11,157,375,US
A5035084501,Jason C. Coronel,https://api.openalex.org/works?filter=author.id:A5035084501,7,26,155,US
A5005931232,Peter J. Rentfrow,https://api.openalex.org/works?filter=author.id:A5005931232,50,176,15541,GB
A5068535500,Javier Álvarez‐Gálvez,https://api.openalex.org/works?filter=author.id:A5068535500,17,95,1497,ES
A5025029489,Javier Borge-Holthoefer,https://api.openalex.org/works?filter=author.id:A5025029489,22,136,2814,ES
A5011306454,Javier Ureña-Carrión,https://api.openalex.org/works?filter=author.id:A5011306454,2,8,83,FI
A5013145810,Jean‐Philippe Cointet,https://api.openalex.org/works?filter=author.id:A5013145810,17,162,1117,FR
A5061725223,Jelena Grujić,https://api.openalex.org/works?filter=author.id:A5061725223,12,60,684,US
A5077795637,Jennifer Pan,https://api.openalex.org/works?filter=author.id:A5077795637,20,70,3734,US
A5071230789,Jeremiah Onaolapo,https://api.openalex.org/works?filter=author.id:A5071230789,5,31,239,US
A5060362716,Jeroen Jonkman,https://api.openalex.org/works?filter=author.id:A5060362716,9,15,217,NL
A5087711642,Jesper W. Schneider,https://api.openalex.org/works?filter=author.id:A5087711642,20,102,1454,DK
A5015518629,Jesse Piburn,https://api.openalex.org/works?filter=author.id:A5015518629,4,40,70,US
A5009637564,José De J. Berríos,https://api.openalex.org/works?filter=author.id:A5009637564,30,76,2463,US
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,471260,CN
A5005081904,Jia Lin Cheoh,https://api.openalex.org/works?filter=author.id:A5005081904,0,3,0,US
A5073982378,Songru Jia,https://api.openalex.org/works?filter=author.id:A5073982378,10,12,941,US
A5063697349,Jing Yan,https://api.openalex.org/works?filter=author.id:A5063697349,27,273,3525,CN
A5088282123,Jianxun Luo,https://api.openalex.org/works?filter=author.id:A5088282123,57,1912,17053,CN
A5022154319,Xuping Sun,https://api.openalex.org/works?filter=author.id:A5022154319,137,909,71254,CN
A5081665504,Jie Dou,https://api.openalex.org/works?filter=author.id:A5081665504,36,177,5330,CN
A5074447759,Jianxing He,https://api.openalex.org/works?filter=author.id:A5074447759,58,1683,46465,CN
A5037234320,Jihoon Kim,https://api.openalex.org/works?filter=author.id:A5037234320,69,1556,20984,KR
A5040639891,Jiliang Tang,https://api.openalex.org/works?filter=author.id:A5040639891,60,420,16787,US
A5072732141,Jingwen Zhang,https://api.openalex.org/works?filter=author.id:A5072732141,63,1520,20128,CN
A5034411522,Jinhyuk Yun,https://api.openalex.org/works?filter=author.id:A5034411522,11,62,463,KR
A5030156276,Jinjun Xiong,https://api.openalex.org/works?filter=author.id:A5030156276,32,371,4186,US
A5026245216,Jinseo Park,https://api.openalex.org/works?filter=author.id:A5026245216,12,52,432,KR
A5083716771,Jisu Kim,https://api.openalex.org/works?filter=author.id:A5083716771,39,975,6663,KR
A5084955495,Jisun An,https://api.openalex.org/works?filter=author.id:A5084955495,22,226,1706,US
A5002061675,J. Baumann,https://api.openalex.org/works?filter=author.id:A5002061675,25,139,2579,CH
A5053889441,Joaquín Navajas,https://api.openalex.org/works?filter=author.id:A5053889441,14,116,1012,AR
A5001363347,Johann Schaible,https://api.openalex.org/works?filter=author.id:A5001363347,6,38,149,DE
A5026353536,Johanna Einsiedler,https://api.openalex.org/works?filter=author.id:A5026353536,2,3,34,AT
A5062146958,Ross J. Ellis,https://api.openalex.org/works?filter=author.id:A5062146958,23,57,1409,NO
A5085714892,John Bryden,https://api.openalex.org/works?filter=author.id:A5085714892,13,158,841,NO
A5009631424,W. John Edmunds,https://api.openalex.org/works?filter=author.id:A5009631424,73,221,22265,GB
A5066694574,Jolien Cremers,https://api.openalex.org/works?filter=author.id:A5066694574,5,16,198,DK
A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,97,581,63455,US
A5048293280,Jon Roozenbeek,https://api.openalex.org/works?filter=author.id:A5048293280,19,71,2723,AU
A5048401675,Jonas Skjold Raaschou-Pedersen,https://api.openalex.org/works?filter=author.id:A5048401675,0,1,0,DK
A5012506346,Jonathan Bright,https://api.openalex.org/works?filter=author.id:A5012506346,8,16,17304,US
A5088141761,Jonathan D. Cohen,https://api.openalex.org/works?filter=author.id:A5088141761,130,736,113925,IT
A5026024797,Jonathan St-Onge,https://api.openalex.org/works?filter=author.id:A5026024797,3,9,20,CA
A5049134847,Jonathan J. H. Zhu,https://api.openalex.org/works?filter=author.id:A5049134847,23,91,1900,HK
A5072927242,J. C. Hart,https://api.openalex.org/works?filter=author.id:A5072927242,66,375,16675,GB
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,471260,CN
A5033081182,José J. Ramasco,https://api.openalex.org/works?filter=author.id:A5033081182,39,227,8910,ES
A5021877724,José Miguel Acosta-Córdova,https://api.openalex.org/works?filter=author.id:A5021877724,1,2,3,US
A5088486770,Josefine Bohr Brask,https://api.openalex.org/works?filter=author.id:A5088486770,5,17,94,DK
A5093039163,Josep Perelló,https://api.openalex.org/works?filter=author.id:A5093039163,23,198,1758,ES
A5063065481,Josephine Lukito,https://api.openalex.org/works?filter=author.id:A5063065481,14,43,738,US
A5035107313,Joshua Garland,https://api.openalex.org/works?filter=author.id:A5035107313,14,63,638,US
A5002960328,José Ignacio Alvarez-Hamelin,https://api.openalex.org/works?filter=author.id:A5002960328,11,76,588,AR
A5059466917,Juan Carlos Rocha,https://api.openalex.org/works?filter=author.id:A5059466917,11,55,860,SE
A5070117669,Judith Möller,https://api.openalex.org/works?filter=author.id:A5070117669,19,62,1553,DE
A5072366651,Jürgen Lerner,https://api.openalex.org/works?filter=author.id:A5072366651,20,83,1693,DE
A5075116664,Juhi Kulshrestha,https://api.openalex.org/works?filter=author.id:A5075116664,12,47,538,FI
A5045037642,Julia Hirschberg,https://api.openalex.org/works?filter=author.id:A5045037642,55,398,11697,US
A5084303908,Júlia Koltai,https://api.openalex.org/works?filter=author.id:A5084303908,7,48,188,HU
A5054701292,Julian Berger,https://api.openalex.org/works?filter=author.id:A5054701292,8,23,898,US
A5077568477,Julian Winkler,https://api.openalex.org/works?filter=author.id:A5077568477,15,67,2422,GB
A5016401839,Julien Figeac,https://api.openalex.org/works?filter=author.id:A5016401839,6,79,122,FR
A5008111783,Julieta Ruiz-Esmenjaud,https://api.openalex.org/works?filter=author.id:A5008111783,4,9,728,MX
A5000627464,Jun-Young Lee,https://api.openalex.org/works?filter=author.id:A5000627464,71,1768,23291,KR
A5073688320,Juniper Lovato,https://api.openalex.org/works?filter=author.id:A5073688320,2,7,4,US
A5022178925,Zehua Zeng,https://api.openalex.org/works?filter=author.id:A5022178925,3,16,26,CN
A5028191957,Junsol Kim,https://api.openalex.org/works?filter=author.id:A5028191957,4,14,67,KR
A5044033087,János Kertész,https://api.openalex.org/works?filter=author.id:A5044033087,62,419,17093,AT
A5052710947,Jörg Claussen,https://api.openalex.org/works?filter=author.id:A5052710947,11,95,636,DK
A5030571651,Jürgen Pfeffer,https://api.openalex.org/works?filter=author.id:A5030571651,22,156,2665,DE
A5048181040,K. Hunter Wapman,https://api.openalex.org/works?filter=author.id:A5048181040,4,16,108,US
A5054574752,Kai-Cheng Yang,https://api.openalex.org/works?filter=author.id:A5054574752,18,97,2057,US
A5077595112,Kwei-Jay Lin,https://api.openalex.org/works?filter=author.id:A5077595112,50,1052,11798,CN
A5080656946,Karim Lasri,https://api.openalex.org/works?filter=author.id:A5080656946,2,11,7,FR
A5011807487,Karmanya Aggarwal,https://api.openalex.org/works?filter=author.id:A5011807487,4,12,80,IN
A5045847775,Karthikeya Ramesh Kaushik,https://api.openalex.org/works?filter=author.id:A5045847775,3,12,21,IN
A5058382953,Kasper Welbers,https://api.openalex.org/works?filter=author.id:A5058382953,12,51,1082,NL
A5074267583,Kat Albrecht,https://api.openalex.org/works?filter=author.id:A5074267583,2,18,21,SI
A5077531047,Katayoun Farrahi,https://api.openalex.org/works?filter=author.id:A5077531047,16,62,1048,GB
A5088344121,Kate Joynes-Burgess,https://api.openalex.org/works?filter=author.id:A5088344121,1,1,4,GB
A5052947335,Kateryna Kasianenko,https://api.openalex.org/works?filter=author.id:A5052947335,0,2,0,AU
A5058234095,Katharina Burgdorf,https://api.openalex.org/works?filter=author.id:A5058234095,2,4,45,DE
A5086243139,Katharina Kleinen-von Königslöw,https://api.openalex.org/works?filter=author.id:A5086243139,17,77,827,DE
A5087922655,Katharina Lawall,https://api.openalex.org/works?filter=author.id:A5087922655,0,3,0,GB
A5082860684,Kathyrn R. Fair,https://api.openalex.org/works?filter=author.id:A5082860684,1,5,58,GB
A5006344168,Katherine Spoon,https://api.openalex.org/works?filter=author.id:A5006344168,7,14,145,US
A5030588092,Katrin Weller,https://api.openalex.org/works?filter=author.id:A5030588092,12,107,691,DE
A5043770897,Kayla Duskin,https://api.openalex.org/works?filter=author.id:A5043770897,1,3,1,US
A5091142406,Kazuhiko Seki,https://api.openalex.org/works?filter=author.id:A5091142406,67,934,21135,JP
A5046036512,Kazutoshi Sasahara,https://api.openalex.org/works?filter=author.id:A5046036512,25,174,2201,JP
A5052132950,Jianying Zhou,https://api.openalex.org/works?filter=author.id:A5052132950,45,398,12332,CN
A5008623839,Keeley Erhardt,https://api.openalex.org/works?filter=author.id:A5008623839,2,8,13,US
