author_id,display_name,works_api_url,h_index,works_count,cited_by_count,country_code
A5040468715,Cynthia Rudin,https://api.openalex.org/works?filter=author.id:A5040468715,42,349,9542,US
A5013262618,D. Sunshine Hillygus,https://api.openalex.org/works?filter=author.id:A5013262618,24,102,3047,US
A5012429628,Damian Serwata,https://api.openalex.org/works?filter=author.id:A5012429628,1,1,1,PL
A5071797963,Damian Trilling,https://api.openalex.org/works?filter=author.id:A5071797963,17,102,1675,NL
A5063394141,Damin Lee,https://api.openalex.org/works?filter=author.id:A5063394141,14,26,673,KR
A5036202579,Yuchao Dai,https://api.openalex.org/works?filter=author.id:A5036202579,37,430,5871,CN
A5046720258,Dan W. Franks,https://api.openalex.org/works?filter=author.id:A5046720258,1,1,47,GB
A5002809454,Daniel A. McFarland,https://api.openalex.org/works?filter=author.id:A5002809454,30,94,4133,US
A5005031025,Daniel J. Corsi,https://api.openalex.org/works?filter=author.id:A5005031025,32,188,4471,CA
A5027079032,Daniel B. Larremore,https://api.openalex.org/works?filter=author.id:A5027079032,29,113,5357,US
A5073734735,Daniel Matter,https://api.openalex.org/works?filter=author.id:A5073734735,6,26,413,DE
A5047489389,Daniel Scott Smith,https://api.openalex.org/works?filter=author.id:A5047489389,23,216,1759,US
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5079162755,Daniel Valdenegro,https://api.openalex.org/works?filter=author.id:A5079162755,10,22,370,CL
A5020744129,Daniela Paolotti,https://api.openalex.org/works?filter=author.id:A5020744129,23,136,1759,US
A5072696264,Ida Perrotta,https://api.openalex.org/works?filter=author.id:A5072696264,27,151,10930,IT
A5029712156,Daniela S. Valdes,https://api.openalex.org/works?filter=author.id:A5029712156,3,11,159,DE
A5045572046,Daniele De Vinco,https://api.openalex.org/works?filter=author.id:A5045572046,1,3,6,IT
A5046509003,D. Gambetta,https://api.openalex.org/works?filter=author.id:A5046509003,4,6,59,AU
A5081008532,Daniele Quercia,https://api.openalex.org/works?filter=author.id:A5081008532,36,244,4566,GB
A5063479628,Daniele Rama,https://api.openalex.org/works?filter=author.id:A5063479628,3,66,32,IT
A5087685141,Darko Stojilović,https://api.openalex.org/works?filter=author.id:A5087685141,3,12,87,RS
A5031386218,Darren P. Croft,https://api.openalex.org/works?filter=author.id:A5031386218,52,194,8810,GB
A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,28,130,5599,US
A5002793667,David A. Axelrod,https://api.openalex.org/works?filter=author.id:A5002793667,46,277,7267,US
A5026931667,David Dreyer Lassen,https://api.openalex.org/works?filter=author.id:A5026931667,20,116,2893,DK
A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,28,153,2399,US
A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,61,310,20420,US
A5017534262,David A. Lagnado,https://api.openalex.org/works?filter=author.id:A5017534262,33,234,3812,GB
A5017444948,David Lusseau,https://api.openalex.org/works?filter=author.id:A5017444948,58,226,11859,DK
A5054707908,David Rothschild,https://api.openalex.org/works?filter=author.id:A5054707908,21,125,4289,US
A5044883324,David Sánchez,https://api.openalex.org/works?filter=author.id:A5044883324,73,550,25153,ES
A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,35,278,12240,US
A5032463780,Debora Nozza,https://api.openalex.org/works?filter=author.id:A5032463780,11,66,914,IT
A5001276944,Delphine De Moor,https://api.openalex.org/works?filter=author.id:A5001276944,3,12,56,GB
A5058810080,Denis Bonnay,https://api.openalex.org/works?filter=author.id:A5058810080,8,70,206,FR
A5067592463,Dennis Assenmacher,https://api.openalex.org/works?filter=author.id:A5067592463,7,27,183,DE
A5029100305,Denny Borsboom,https://api.openalex.org/works?filter=author.id:A5029100305,72,333,36160,NL
A5010575643,Diana Roig-Sanz,https://api.openalex.org/works?filter=author.id:A5010575643,2,18,44,ES
A5059274507,Dorina Diana Verdes,https://api.openalex.org/works?filter=author.id:A5059274507,0,1,0,DK
A5079213654,Dilrukshi Gamage,https://api.openalex.org/works?filter=author.id:A5079213654,10,49,324,JP
A5076092708,Dimitra Dimitrakopoulou,https://api.openalex.org/works?filter=author.id:A5076092708,5,40,157,GR
A5009316832,Dimitris Kotzinos,https://api.openalex.org/works?filter=author.id:A5009316832,11,91,499,FR
A5073029056,Divya Saini,https://api.openalex.org/works?filter=author.id:A5073029056,6,21,133,IN
A5065436497,Djordje Grbic,https://api.openalex.org/works?filter=author.id:A5065436497,8,29,383,US
A5039592281,Dong Han,https://api.openalex.org/works?filter=author.id:A5039592281,38,465,6672,CN
A5005255669,Dong‐Woo Lim,https://api.openalex.org/works?filter=author.id:A5005255669,10,47,298,KR
A5093115684,Dorian Quelle,https://api.openalex.org/works?filter=author.id:A5093115684,0,2,1,CH
A5064910304,Doug Beeferman,https://api.openalex.org/works?filter=author.id:A5064910304,10,36,1848,US
A5068650951,Douglas R. Leasure,https://api.openalex.org/works?filter=author.id:A5068650951,11,40,338,GB
A5063445465,Drew Dimmery,https://api.openalex.org/works?filter=author.id:A5063445465,5,31,96,AT
A5090318645,Duilio Balsamo,https://api.openalex.org/works?filter=author.id:A5090318645,3,6,47,IT
A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,57,200,76312,US
A5090577017,Dustin E. Wright,https://api.openalex.org/works?filter=author.id:A5090577017,9,24,630,US
A5073838075,Dylan Connor,https://api.openalex.org/works?filter=author.id:A5073838075,9,49,272,US
A5000868394,Eaman Jahani,https://api.openalex.org/works?filter=author.id:A5000868394,7,34,411,US
A5013389509,Ebru Şanlıtürk,https://api.openalex.org/works?filter=author.id:A5013389509,2,3,8,DE
A5074755166,Eckehard Olbrich,https://api.openalex.org/works?filter=author.id:A5074755166,22,118,1833,DE
A5005353484,Edison Martins Paulo,https://api.openalex.org/works?filter=author.id:A5005353484,7,47,166,MZ
A5033716467,Edmond Awad,https://api.openalex.org/works?filter=author.id:A5033716467,11,56,1370,GB
A5070591199,E. W. Abel,https://api.openalex.org/works?filter=author.id:A5070591199,40,505,6991,DK
A5070909977,Edwin de Jonge,https://api.openalex.org/works?filter=author.id:A5070909977,5,37,147,NL
A5048222625,William Lee,https://api.openalex.org/works?filter=author.id:A5048222625,82,1258,65220,GB
A5066819797,Eladio Montero-Porras,https://api.openalex.org/works?filter=author.id:A5066819797,1,3,6,BE
A5041089475,Eiji Aramaki,https://api.openalex.org/works?filter=author.id:A5041089475,17,206,1360,JP
A5047155955,Elena Pavan,https://api.openalex.org/works?filter=author.id:A5047155955,11,77,364,IT
A5056886170,Elias Fernández Domingos,https://api.openalex.org/works?filter=author.id:A5056886170,4,17,58,BE
A5002901620,Elisa Omodei,https://api.openalex.org/works?filter=author.id:A5002901620,8,42,566,AT
A5059356040,Elisabeth Stockinger,https://api.openalex.org/works?filter=author.id:A5059356040,1,3,6,CH
A5075724845,Eliza Stenzhorn,https://api.openalex.org/works?filter=author.id:A5075724845,5,20,138,DE
A5084918963,Елизавета Сивак,https://api.openalex.org/works?filter=author.id:A5084918963,7,50,118,NL
A5039162249,Elohim Fonseca dos Reis,https://api.openalex.org/works?filter=author.id:A5039162249,3,15,54,GB
A5078699564,Emilio Ferrara,https://api.openalex.org/works?filter=author.id:A5078699564,51,395,13179,US
A5086453253,Emilio Zagheni,https://api.openalex.org/works?filter=author.id:A5086453253,29,167,2310,DE
A5043098893,Enboa Wu,https://api.openalex.org/works?filter=author.id:A5043098893,23,115,2232,US
A5025372077,Emma Hoes,https://api.openalex.org/works?filter=author.id:A5025372077,1,10,7,CH
A5053945884,Emma S. Spiro,https://api.openalex.org/works?filter=author.id:A5053945884,21,74,1426,US
A5031538551,Emmeke Aarts,https://api.openalex.org/works?filter=author.id:A5031538551,11,42,827,NL
A5004566032,Emőke-Ágnes Horvát,https://api.openalex.org/works?filter=author.id:A5004566032,11,57,435,US
A5074208278,Enrico Cantoni,https://api.openalex.org/works?filter=author.id:A5074208278,6,21,108,IT
A5035620838,Eraldo Ribeiro,https://api.openalex.org/works?filter=author.id:A5035620838,16,112,833,US
A5075956753,Erez Shmueli,https://api.openalex.org/works?filter=author.id:A5075956753,23,121,1708,IL
A5031982402,Erez Yoeli,https://api.openalex.org/works?filter=author.id:A5031982402,13,45,1107,US
A5044715532,Eric Dignum,https://api.openalex.org/works?filter=author.id:A5044715532,1,2,5,NL
A5068713525,Eric Giannella,https://api.openalex.org/works?filter=author.id:A5068713525,7,19,213,US
A5091661935,Erick Elejalde,https://api.openalex.org/works?filter=author.id:A5091661935,7,24,119,DE
A5077515904,Erjian Liu,https://api.openalex.org/works?filter=author.id:A5077515904,3,15,66,CN
A5030796190,Güneş Erkan,https://api.openalex.org/works?filter=author.id:A5030796190,12,17,2675,US
A5032953678,Erkki Isometsä,https://api.openalex.org/works?filter=author.id:A5032953678,70,457,17619,FI
A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,34,159,5036,US
A5022704573,Étienne Ollion,https://api.openalex.org/works?filter=author.id:A5022704573,11,132,713,FR
A5015478086,Eugenio Valdano,https://api.openalex.org/works?filter=author.id:A5015478086,16,58,2035,FR
A5048153913,Evelien Snippe,https://api.openalex.org/works?filter=author.id:A5048153913,21,75,1786,NL
A5019176638,Eyal Perry,https://api.openalex.org/works?filter=author.id:A5019176638,1,5,9,US
A5052313639,Ezzat Elokda,https://api.openalex.org/works?filter=author.id:A5052313639,1,5,41,CH
A5054505815,Ezequiel M. Vázquez‐López,https://api.openalex.org/works?filter=author.id:A5054505815,27,229,3095,ES
A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15,78,874,CH
A5010045638,Fabian Braesemann,https://api.openalex.org/works?filter=author.id:A5010045638,8,54,183,GB
A5043560449,Fabio Carella,https://api.openalex.org/works?filter=author.id:A5043560449,0,9,1,IT
A5013072270,Fabio Giglietto,https://api.openalex.org/works?filter=author.id:A5013072270,12,94,623,IT
A5066921728,Fabián Aguirre López,https://api.openalex.org/works?filter=author.id:A5066921728,4,8,35,FR
A5046475081,Fabrizio Gilardi,https://api.openalex.org/works?filter=author.id:A5046475081,25,112,3691,CH
A5016268748,Fabrizio Lillo,https://api.openalex.org/works?filter=author.id:A5016268748,43,471,7694,IT
A5052030569,Facundo Carrillo,https://api.openalex.org/works?filter=author.id:A5052030569,8,31,970,AR
A5066599847,Liang Zhang,https://api.openalex.org/works?filter=author.id:A5066599847,132,9791,140368,CN
A5025690046,Fang‐Fang Yin,https://api.openalex.org/works?filter=author.id:A5025690046,60,1313,16555,CN
A5074129504,Fariba Karimi,https://api.openalex.org/works?filter=author.id:A5074129504,14,96,1118,AT
A5069816841,Fatima Alqabandi,https://api.openalex.org/works?filter=author.id:A5069816841,1,6,2,US
A5001227032,Fausto Giunchiglia,https://api.openalex.org/works?filter=author.id:A5001227032,42,542,10793,IT
A5087589125,Federico Barrera-Lemarchand,https://api.openalex.org/works?filter=author.id:A5087589125,1,3,8,AR
A5036858935,Feiyang Zhang,https://api.openalex.org/works?filter=author.id:A5036858935,15,99,841,CN
A5052467882,Felix Gaisbauer,https://api.openalex.org/works?filter=author.id:A5052467882,7,44,173,DE
A5092581983,Felix Lennert,https://api.openalex.org/works?filter=author.id:A5092581983,1,1,1,FR
A5043088159,Felix Münch,https://api.openalex.org/works?filter=author.id:A5043088159,3,24,90,DE
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5039747634,Ferdinand Le-Coz,https://api.openalex.org/works?filter=author.id:A5039747634,0,1,1,FR
A5084942485,Filipi Nascimento Silva,https://api.openalex.org/works?filter=author.id:A5084942485,11,45,428,US
A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,64,341,18425,US
A5059607114,Fionneke M. Bos,https://api.openalex.org/works?filter=author.id:A5059607114,10,21,379,NL
A5011262744,Florian Barbaro,https://api.openalex.org/works?filter=author.id:A5011262744,1,6,2,GB
A5076281398,Floriana Gargiulo,https://api.openalex.org/works?filter=author.id:A5076281398,14,81,572,FR
A5073843631,Fons Rademakers,https://api.openalex.org/works?filter=author.id:A5073843631,11,75,4819,CH
A5024505700,Fosca Giannotti,https://api.openalex.org/works?filter=author.id:A5024505700,47,351,11773,IT
A5015561999,Francesca Chiaromonte,https://api.openalex.org/works?filter=author.id:A5015561999,41,176,14126,IT
A5048645605,Davide Barbieri,https://api.openalex.org/works?filter=author.id:A5048645605,26,143,2464,ES
A5022272025,Francesco Bonchi,https://api.openalex.org/works?filter=author.id:A5022272025,48,336,9207,IT
A5054964418,Francesco Lamperti,https://api.openalex.org/works?filter=author.id:A5054964418,17,92,1336,IT
A5013385420,Francesco Pierri,https://api.openalex.org/works?filter=author.id:A5013385420,19,117,1969,IT
A5040000503,Francesco Rinaldi,https://api.openalex.org/works?filter=author.id:A5040000503,19,142,1103,IT
A5019173271,Francesco Silvestri,https://api.openalex.org/works?filter=author.id:A5019173271,22,152,1573,IT
A5043752696,Francesco Tudisco,https://api.openalex.org/works?filter=author.id:A5043752696,13,118,513,GB
A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,2,24,20,US
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5014026767,Francisco Olivos,https://api.openalex.org/works?filter=author.id:A5014026767,5,45,63,CN
A5046328006,Frank Berthold,https://api.openalex.org/works?filter=author.id:A5046328006,69,468,20916,DE
A5032934166,Frank Neffke,https://api.openalex.org/works?filter=author.id:A5032934166,14,87,2344,AT
A5079323137,F. P. Pijpers,https://api.openalex.org/works?filter=author.id:A5079323137,19,108,2330,NL
A5057650206,Frank Schweitzer,https://api.openalex.org/works?filter=author.id:A5057650206,47,452,9141,CH
A5012700152,Franziska Keller,https://api.openalex.org/works?filter=author.id:A5012700152,12,26,1267,CN
A5038390320,Frauke Kreuter,https://api.openalex.org/works?filter=author.id:A5038390320,36,299,5181,US
A5048149307,Frede Østergaard Andersen,https://api.openalex.org/works?filter=author.id:A5048149307,33,114,3932,DK
A5073561014,Frederik Riedel,https://api.openalex.org/works?filter=author.id:A5073561014,4,9,66,GB
A5090042292,Fredrik Jansson,https://api.openalex.org/works?filter=author.id:A5090042292,15,64,851,NL
A5014079362,Friedrich Götz,https://api.openalex.org/works?filter=author.id:A5014079362,88,483,30673,DE
A5040217228,Fujio Toriumi,https://api.openalex.org/works?filter=author.id:A5040217228,13,206,718,JP
A5002585718,Fátima Velásquez-Rojas,https://api.openalex.org/works?filter=author.id:A5002585718,5,9,115,AR
A5081370995,Marta López,https://api.openalex.org/works?filter=author.id:A5081370995,27,195,2229,MX
A5068906697,Gabriele Etta,https://api.openalex.org/works?filter=author.id:A5068906697,4,18,50,IT
A5087671511,Gabriele Santin,https://api.openalex.org/works?filter=author.id:A5087671511,9,73,351,IT
A5032381602,Gabriella M. Harari,https://api.openalex.org/works?filter=author.id:A5032381602,20,78,2409,US
A5079221037,Stocking Galen,https://api.openalex.org/works?filter=author.id:A5079221037,3,13,119,US
A5001338204,Gautam Thakur,https://api.openalex.org/works?filter=author.id:A5001338204,12,100,346,GB
A5074137374,Gaël Le Mens,https://api.openalex.org/works?filter=author.id:A5074137374,13,52,666,ES
A5066580301,Gemma J. M. Read,https://api.openalex.org/works?filter=author.id:A5066580301,23,155,1606,AU
A5080267104,Genki Ichinose,https://api.openalex.org/works?filter=author.id:A5080267104,15,83,642,JP
A5084267145,Gennaro Cordasco,https://api.openalex.org/works?filter=author.id:A5084267145,30,293,3140,IT
A5058335049,George B. Bikhazi,https://api.openalex.org/works?filter=author.id:A5058335049,17,69,970,LB
A5072883637,George Gyamfi,https://api.openalex.org/works?filter=author.id:A5072883637,4,12,51,AU
A5019818981,George P. Fletcher,https://api.openalex.org/works?filter=author.id:A5019818981,51,713,9981,NL
A5086711289,Gerardo Íñiguez,https://api.openalex.org/works?filter=author.id:A5086711289,14,61,768,AT
A5021205874,Gerret von Nordheim,https://api.openalex.org/works?filter=author.id:A5021205874,5,26,138,DE
A5086908160,Gert Stulp,https://api.openalex.org/works?filter=author.id:A5086908160,24,103,1742,NL
A5027094672,Giada Marino,https://api.openalex.org/works?filter=author.id:A5027094672,17,48,810,DE
A5041680508,Gianmarco De Francisci Morales,https://api.openalex.org/works?filter=author.id:A5041680508,22,162,2526,IT
A5086285176,Gianni Barlacchi,https://api.openalex.org/works?filter=author.id:A5086285176,10,50,540,DE
A5064475993,Giona Casiraghi,https://api.openalex.org/works?filter=author.id:A5064475993,6,45,115,CH
A5087415711,Giorgio Tripodi,https://api.openalex.org/works?filter=author.id:A5087415711,2,2,12,IT
A5048344653,Giulio Cimini,https://api.openalex.org/works?filter=author.id:A5048344653,20,114,1637,IT
A5042970272,Giovanni Mauro Cattaneo,https://api.openalex.org/works?filter=author.id:A5042970272,32,177,3440,IT
A5082114206,G. B. Corsi,https://api.openalex.org/works?filter=author.id:A5082114206,4,22,235,IT
A5002595735,Giulio Rossetti,https://api.openalex.org/works?filter=author.id:A5002595735,16,133,1327,IT
A5052040863,Giuseppe Russo,https://api.openalex.org/works?filter=author.id:A5052040863,30,289,7572,IT
A5007979110,Giyeon Baek,https://api.openalex.org/works?filter=author.id:A5007979110,1,3,3,KR
A5020533147,Gordon Pennycook,https://api.openalex.org/works?filter=author.id:A5020533147,52,241,16457,US
A5052965447,Gourab Ghoshal,https://api.openalex.org/works?filter=author.id:A5052965447,22,93,3084,US
A5089434641,Graham Tierney,https://api.openalex.org/works?filter=author.id:A5089434641,1,6,6,US
A5081286391,Gregorio López,https://api.openalex.org/works?filter=author.id:A5081286391,32,243,3691,ES
A5072486839,Guanyu Song,https://api.openalex.org/works?filter=author.id:A5072486839,35,330,4740,CN
A5015964241,Guilherme Lichand,https://api.openalex.org/works?filter=author.id:A5015964241,8,116,205,US
A5047618628,Guillaume Cabanac,https://api.openalex.org/works?filter=author.id:A5047618628,16,264,982,FR
A5064390226,Guy Zyskind,https://api.openalex.org/works?filter=author.id:A5064390226,2,4,1511,US
A5039639177,Gwyneth Sutherlin,https://api.openalex.org/works?filter=author.id:A5039639177,1,7,36,US
A5093062819,Gulsah Akcakir,https://api.openalex.org/works?filter=author.id:A5093062819,0,1,0,US
A5092142329,Haaya Naushan,https://api.openalex.org/works?filter=author.id:A5092142329,0,4,0,CA
A5061923992,Haewoon Kwak,https://api.openalex.org/works?filter=author.id:A5061923992,30,254,11103,US
A5069037107,Haiko Lietz,https://api.openalex.org/works?filter=author.id:A5069037107,5,24,410,DE
A5050862524,Hal Ashton,https://api.openalex.org/works?filter=author.id:A5050862524,3,20,16,GB
A5005723915,Hamida Seba,https://api.openalex.org/works?filter=author.id:A5005723915,12,116,395,FR
A5083712374,Hammaad Adam,https://api.openalex.org/works?filter=author.id:A5083712374,2,6,22,US
A5039983368,Zheng‐Fu Han,https://api.openalex.org/works?filter=author.id:A5039983368,44,822,9181,CN
A5023364449,Hancheng Cao,https://api.openalex.org/works?filter=author.id:A5023364449,12,40,407,US
A5045331047,Hang Jiang,https://api.openalex.org/works?filter=author.id:A5045331047,21,109,2347,CN
A5085216442,Hannah Metzler,https://api.openalex.org/works?filter=author.id:A5085216442,8,43,286,AT
A5012164081,Haoning Xue,https://api.openalex.org/works?filter=author.id:A5012164081,3,10,39,US
A5022499603,Hao Chen,https://api.openalex.org/works?filter=author.id:A5022499603,156,11258,178020,CN
A5060045780,Harsh Parikh,https://api.openalex.org/works?filter=author.id:A5060045780,8,69,219,GD
A5080258632,Hasan Alp Boz,https://api.openalex.org/works?filter=author.id:A5080258632,2,10,20,TR
A5022754313,Hause Lin,https://api.openalex.org/works?filter=author.id:A5022754313,11,61,684,US
A5038233956,Helen Margetts,https://api.openalex.org/works?filter=author.id:A5038233956,36,244,6005,US
A5076505031,Heidi Schulze,https://api.openalex.org/works?filter=author.id:A5076505031,4,8,110,DE
A5023504999,Henrik Wolf,https://api.openalex.org/works?filter=author.id:A5023504999,2,7,28,DE
A5007784163,Hendrik Meyer-Lueckel,https://api.openalex.org/works?filter=author.id:A5007784163,41,189,5193,CH
A5055248161,Hikaru Asano,https://api.openalex.org/works?filter=author.id:A5055248161,2,8,17,JP
A5056467893,Hillel Rapoport,https://api.openalex.org/works?filter=author.id:A5056467893,36,313,8412,LU
A5002455634,Hirokazu Shirado,https://api.openalex.org/works?filter=author.id:A5002455634,10,30,730,US
A5042566978,Hiroki Takikawa,https://api.openalex.org/works?filter=author.id:A5042566978,2,4,152,JP
A5081892303,Hiroki Takahashi,https://api.openalex.org/works?filter=author.id:A5081892303,55,1902,16544,JP
A5076528742,Victor J. Chan,https://api.openalex.org/works?filter=author.id:A5076528742,15,64,981,HK
A5006125158,Hocine Cherifi,https://api.openalex.org/works?filter=author.id:A5006125158,25,278,1950,FR
A5081061938,Holger Steinmetz,https://api.openalex.org/works?filter=author.id:A5081061938,14,81,1680,DE
A5011168888,Homa Hosseinmardi,https://api.openalex.org/works?filter=author.id:A5011168888,14,48,815,US
A5019527985,Hongshan Jin,https://api.openalex.org/works?filter=author.id:A5019527985,3,3,40,CN
A5015998072,Alexandra Schroeder,https://api.openalex.org/works?filter=author.id:A5015998072,4,15,94,US
A5036418721,Hriday Chheda,https://api.openalex.org/works?filter=author.id:A5036418721,1,3,2,CA
A5069872233,H. Contreras,https://api.openalex.org/works?filter=author.id:A5069872233,16,38,2403,US
A5068497573,Hugo Barbosa,https://api.openalex.org/works?filter=author.id:A5068497573,9,41,1030,GB
A5078311188,Huiyi Lv,https://api.openalex.org/works?filter=author.id:A5078311188,3,11,69,CN
A5090366405,Hui Wang,https://api.openalex.org/works?filter=author.id:A5090366405,197,18884,328660,CN
A5023769278,Huma Rasheed,https://api.openalex.org/works?filter=author.id:A5023769278,7,33,221,PK
A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,14,47,1644,US
A5079949070,Hyeseung Shim,https://api.openalex.org/works?filter=author.id:A5079949070,0,1,0,KR
A5046011683,Ian Barnett,https://api.openalex.org/works?filter=author.id:A5046011683,18,97,1304,US
A5033765081,Ian Krajbich,https://api.openalex.org/works?filter=author.id:A5033765081,27,91,4762,US
A5046955821,Ibrahim Sambo Farouq,https://api.openalex.org/works?filter=author.id:A5046955821,3,19,64,MY
A5007166081,Ichiro Sakata,https://api.openalex.org/works?filter=author.id:A5007166081,34,127,4653,JP
A5000747784,Ijaz Ul Haq,https://api.openalex.org/works?filter=author.id:A5000747784,19,60,1192,PK
A5050372797,Ilaria Montagni,https://api.openalex.org/works?filter=author.id:A5050372797,19,93,1252,FR
A5034295818,Ilona Horwath,https://api.openalex.org/works?filter=author.id:A5034295818,5,49,79,DE
A5025695582,Indira Sen,https://api.openalex.org/works?filter=author.id:A5025695582,20,51,1235,DE
A5050902528,Indrajeet Patil,https://api.openalex.org/works?filter=author.id:A5050902528,18,85,3106,DE
A5058608624,Inga Kristina Trauthig,https://api.openalex.org/works?filter=author.id:A5058608624,2,7,7,US
A5033656008,Ingmar Weber,https://api.openalex.org/works?filter=author.id:A5033656008,39,272,6653,DE
A5010287399,Inho Hong,https://api.openalex.org/works?filter=author.id:A5010287399,5,29,134,DE
A5058488234,Inês Terrucha,https://api.openalex.org/works?filter=author.id:A5058488234,2,6,18,BE
A5030751235,Irena Đorđević,https://api.openalex.org/works?filter=author.id:A5030751235,0,1,0,RS
A5063941610,Irmandy Wicaksono,https://api.openalex.org/works?filter=author.id:A5063941610,7,29,351,US
A5077141102,Isabel G Sebire,https://api.openalex.org/works?filter=author.id:A5077141102,1,1,26,GB
A5070612555,Inês Moreira,https://api.openalex.org/works?filter=author.id:A5070612555,17,93,1800,ES
A5026546328,Isabella Loaiza Saa,https://api.openalex.org/works?filter=author.id:A5026546328,2,5,57,US
A5018976680,Isabelle Augenstein,https://api.openalex.org/works?filter=author.id:A5018976680,27,287,3013,DK
A5029529751,Isabelle Langrock,https://api.openalex.org/works?filter=author.id:A5029529751,1,4,3,FR
A5049690420,Isabelle Lorge,https://api.openalex.org/works?filter=author.id:A5049690420,2,8,25,GB
A5059708538,Iván Dotú,https://api.openalex.org/works?filter=author.id:A5059708538,18,60,1269,US
A5025144355,Ivan Savin,https://api.openalex.org/works?filter=author.id:A5025144355,16,125,808,ES
A5067130509,Иван Смирнов,https://api.openalex.org/works?filter=author.id:A5067130509,43,215,9286,RU
A5069671758,Ivano Bison,https://api.openalex.org/works?filter=author.id:A5069671758,8,39,446,IT
A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,39,303,8505,DE
A5072498572,Iñaki Ucar,https://api.openalex.org/works?filter=author.id:A5072498572,9,29,171,ES
A5013000439,Jack LaViolette,https://api.openalex.org/works?filter=author.id:A5013000439,2,16,28,US
A5025141355,Jacob Beck,https://api.openalex.org/works?filter=author.id:A5025141355,32,136,3178,NL
A5043431197,Jacopo D'Ignazi,https://api.openalex.org/works?filter=author.id:A5043431197,1,2,1,IT
A5038196370,Jacob R. Brown,https://api.openalex.org/works?filter=author.id:A5038196370,4,13,104,US
A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,3,16,45,CA
A5002639796,Junseong Ahn,https://api.openalex.org/works?filter=author.id:A5002639796,21,134,1086,KR
A5024915551,James Park,https://api.openalex.org/works?filter=author.id:A5024915551,36,417,5805,US
A5012278873,Li Wang,https://api.openalex.org/works?filter=author.id:A5012278873,207,37892,472587,CN
A5081429241,Jake M. Hofman,https://api.openalex.org/works?filter=author.id:A5081429241,25,70,6155,US
A5082912147,Jamell Dacon,https://api.openalex.org/works?filter=author.id:A5082912147,3,12,64,US
A5062403203,James P. Bagrow,https://api.openalex.org/works?filter=author.id:A5062403203,19,133,3923,US
A5065232848,James D. Michelson,https://api.openalex.org/works?filter=author.id:A5065232848,40,133,4734,US
A5049292941,Peter J. Houghton,https://api.openalex.org/works?filter=author.id:A5049292941,44,448,7436,US
A5087822746,Stephen J. Winters,https://api.openalex.org/works?filter=author.id:A5087822746,44,237,5632,CA
A5047315859,Jamil Zaki,https://api.openalex.org/works?filter=author.id:A5047315859,53,175,13611,US
A5015396887,Stephan Bachmann,https://api.openalex.org/works?filter=author.id:A5015396887,32,121,3232,CH
A5046878057,Jan O. Engler,https://api.openalex.org/works?filter=author.id:A5046878057,22,75,2199,DE
A5064738197,Jan Nikadon,https://api.openalex.org/works?filter=author.id:A5064738197,6,26,126,PL
A5014437029,Jana Lasser,https://api.openalex.org/works?filter=author.id:A5014437029,8,103,437,AT
A5049920688,Janet B. Pierrehumbert,https://api.openalex.org/works?filter=author.id:A5049920688,38,154,9189,GB
A5082358191,Jari Saramäki,https://api.openalex.org/works?filter=author.id:A5082358191,43,181,11505,FI
A5054138313,Jason Burton,https://api.openalex.org/works?filter=author.id:A5054138313,11,157,383,US
A5035084501,Jason C. Coronel,https://api.openalex.org/works?filter=author.id:A5035084501,7,26,155,US
A5005931232,Peter J. Rentfrow,https://api.openalex.org/works?filter=author.id:A5005931232,50,176,15565,GB
A5025029489,Javier Borge-Holthoefer,https://api.openalex.org/works?filter=author.id:A5025029489,22,136,2825,ES
A5068535500,Javier Álvarez‐Gálvez,https://api.openalex.org/works?filter=author.id:A5068535500,17,95,1516,ES
A5011306454,Javier Ureña-Carrión,https://api.openalex.org/works?filter=author.id:A5011306454,2,8,85,FI
A5061725223,Jelena Grujić,https://api.openalex.org/works?filter=author.id:A5061725223,12,60,688,US
A5013145810,Jean‐Philippe Cointet,https://api.openalex.org/works?filter=author.id:A5013145810,17,162,1122,FR
A5077795637,Jennifer Pan,https://api.openalex.org/works?filter=author.id:A5077795637,20,70,3753,US
A5071230789,Jeremiah Onaolapo,https://api.openalex.org/works?filter=author.id:A5071230789,5,31,239,US
